,Company,State,Type of breach,Type of organization,Total Records,Description of incident,Year,Latitude,Longitude
6175,"James R. Etzkorn, MD",Missouri,DISC,medical,6845.0,"Location of breached information: Paper/Films
Business associate present: No
",2018,0.0,0.0
6176,Inova Health System,Virginia,HACK,medical,857.0,"Location of breached information: Electronic Medical Record
Business associate present: Yes
",2018,0.0,0.0
6177,"East End Disability Associates, Inc.",New York,HACK,medical,896.0,"Location of breached information: Email
Business associate present: No
",2018,0.0,0.0
6178,Tandigm Health,Pennsylvania,HACK,medical,7376.0,"Location of breached information: Network Server
Business associate present: Yes
",2018,0.0,0.0
6179,Mercy Medical Center- North Iowa,Iowa,DISC,medical,1971.0,"Location of breached information: Electronic Medical Record
Business associate present: No
",2018,0.0,0.0
6180,Baylor Scott & White Medical Center - Frisco,Texas,HACK,medical,47984.0,"Location of breached information: Network Server
Business associate present: Yes
",2018,0.0,0.0
6181,Cancer Treatment Centers of America (CTCA) at Western Regional Medical Center,Arizona,HACK,medical,41948.0,"Location of breached information: Email
Business associate present: No
",2018,0.0,0.0
6182," AccuDoc Solutions, Inc.",North Carolina,HACK,medical,2652540.0,"Location of breached information: Network Server
Business associate present: Yes
",2018,0.0,0.0
6183,"OrthoTexas Physicians and Surgeons, PLLC",Texas,DISC,medical,2172.0,"Location of breached information: Paper/Films
Business associate present: Yes
",2018,0.0,0.0
6184,Steward Medical Group,Massachusetts,HACK,medical,16276.0,"Location of breached information: Network Server
Business associate present: Yes
",2018,0.0,0.0
6185,"Prairie Fields Family Medicine, PC",Nebraska,DISC,medical,6450.0,"Location of breached information: Email
Business associate present: No
",2018,0.0,0.0
6186,"CHI Health Care, Inc.",Maryland,DISC,medical,722.0,"Location of breached information: Other Portable Electronic Device, Paper/Films
Business associate present: No
",2018,0.0,0.0
6187,Thielen Student Health Center,Iowa,DISC,medical,599.0,"Location of breached information: Email
Business associate present: No
",2018,0.0,0.0
6188,Marriott International,Maryland,HACK,social,327000000.0,"Marriott International disclosed a massive security breach of the reservations system for its Starwood Hotels and Resorts brand, a hack it said Friday may have compromised private info on up to 500 million guests.According to Marriott, for around 327 million Starwood guests, the database included such personal information as name, mailing address, phone number, email address, passport number, date of birth, and gender. For some Starwood customers, the hacked database also stored payment card numbers and expiration dates, although Marriott said that information was encrypted.",2018,0.0,0.0
6189,"Mind and Motion, LLC",Georgia,HACK,medical,16000.0,"Location of breached information: Network Server
Business associate present: No
",2018,0.0,0.0
6190,CCRM Dallas-Fort Worth,Texas,HACK,medical,1117.0,"Location of breached information: Email
Business associate present: No
",2018,0.0,0.0
6191,Managed Health Services,Indiana,DISC,medical,576.0,"Location of breached information: Paper/Films
Business associate present: No
",2019,37.09024,-95.712891
6192,Centerstone Insurance and Financial Services (d/b/a BenefitMall),Texas,HACK,medical,111589.0,"Location of breached information: Email
Business associate present: Yes
",2019,37.09024,-95.712891
6193,NORTH ATLANTA MEDICAL CLINIC,Georgia,HACK,medical,2800.0,"Location of breached information: Desktop Computer
Business associate present: No
",2019,37.09024,-95.712891
6194,Dermacare Brickell,Florida,PHYS,medical,1800.0,"Location of breached information: Paper/Films
Business associate present: No
",2019,37.09024,-95.712891
6195,"Family Physicians of Winter Park, Inc. ",Kentucky,HACK,medical,8429.0,"Location of breached information: Email
Business associate present: No
",2019,37.09024,-95.712891
6196,Humana Inc,Kentucky,DISC,medical,1211.0,"Location of breached information: Other
Business associate present: Yes
",2019,37.09024,-95.712891
6197,Sacred Heart Rehabilitation Center,Michigan,DISC,medical,2266.0,"Location of breached information: Email
Business associate present: No
",2019,37.09024,-95.712891
6198,"Premier Specialties, Incorporated",Texas,DISC,medical,1300.0,"Location of breached information: Paper/Films
Business associate present: No
",2019,37.09024,-95.712891
6199,Humana Inc.,Kentucky,HACK,medical,598.0,"Location of breached information: Other
Business associate present: No
",2019,37.09024,-95.712891
6200,Lebanon VA Medical Center,Pennsylvania,DISC,medical,1002.0,"Location of breached information: Email
Business associate present: No
",2019,37.09024,-95.712891
6201,ABB Inc. Active Employee Group Benefit Plan,North Carolina,DISC,medical,6877.0,"Location of breached information: Paper/Films
Business associate present: Yes
",2019,37.09024,-95.712891
6202,Valley Hope Association,Kansas,HACK,medical,70799.0,"Location of breached information: Email
Business associate present: No
",2019,37.09024,-95.712891
6203,"FABEN Obstetrics and Gynecology, LLC",Florida,HACK,medical,6092.0,"Location of breached information: Network Server
Business associate present: No
",2019,37.09024,-95.712891
6204,Tri-Cities Chaplaincy,Washington,HACK,medical,1086.0,"Location of breached information: Email
Business associate present: No
",2019,0.0,0.0
6205,"Las Colinas Orthopedic Surgery & Sports Medicine, PA",Texas,PHYS,medical,76000.0,"Location of breached information: Other Portable Electronic Device
Business associate present: Yes
",2019,37.09024,-95.712891
6206,"Integrity, Inc. d/b/a Integrity House",New Jersey,PHYS,medical,7206.0,"Location of breached information: Desktop Computer, Laptop
Business associate present: No
",2019,37.09024,-95.712891
6207,"Critical Care, Pulmonary and Sleep Associates, PLLP",Colorado,HACK,medical,23377.0,"Location of breached information: Email
Business associate present: No
",2019,37.09024,-95.712891
6208,Stonehaven Dental,Texas,PHYS,medical,6289.0,"Location of breached information: Network Server
Business associate present: No
",2019,0.0,0.0
6209,"Unum Group, on behalf of its subsidiaries - Unum Life Insurance and Colonial Life & Accident Insurance",Tennessee,HACK,medical,532.0,"Location of breached information: Email
Business associate present: No
",2019,0.0,0.0
6210,HealthFitness,Illinois,DISC,medical,1808.0,"Location of breached information: Other
Business associate present: Yes
",2019,0.0,0.0
6211,Sunflower State Health Plan,Kansas,DISC,medical,1625.0,"Location of breached information: Other
Business associate present: No
",2019,0.0,0.0
6212,"Dr. DeLuca Dr. Marciano & Associates, P.C. ",Connecticut,HACK,medical,23578.0,"Location of breached information: Desktop Computer, Electronic Medical Record, Network Server
Business associate present: No
",2019,0.0,0.0
6213,Valley Professionals Community Health Center,Indiana,HACK,medical,12029.0,"Location of breached information: Email
Business associate present: No
",2019,0.0,0.0
6214,"Verity Health System of California, Inc.  ",California,HACK,medical,2988.0,"Location of breached information: Email
Business associate present: Yes
",2019,0.0,0.0
6215,Pawnee County Memorial Hospital,Nebraska,HACK,medical,7038.0,"Location of breached information: Email
Business associate present: No
",2019,37.09024,-95.712891
6216,"Lanier Family & Cosmetic Dentistry, P.C.",Georgia,DISC,medical,1950.0,"Location of breached information: Email
Business associate present: No
",2019,37.09024,-95.712891
6217,Roper St. Francis Healthcare,South Carolina,HACK,medical,35253.0,"Location of breached information: Email
Business associate present: No
",2019,37.09024,-95.712891
6218,"Cambridge Healthcare Services, LLC",California,PHYS,medical,10866.0,"Location of breached information: Laptop
Business associate present: Yes
",2019,37.09024,-95.712891
6219,Aetna,Connecticut,HACK,medical,2030.0,"Location of breached information: Email
Business associate present: Yes
",2019,37.09024,-95.712891
6220,CVS Pharmacy,Rhode Island,PHYS,medical,5645.0,"Location of breached information: Paper/Films
Business associate present: Yes
",2019,37.09024,-95.712891
6221,CHI - Lakewood Health,Minnesota,DISC,medical,885.0,"Location of breached information: Email
Business associate present: No
",2019,37.09024,-95.712891
6222,"Reproductive Medicine and Infertility Associates, P.A.",Minnesota,HACK,medical,40000.0,"Location of breached information: Desktop Computer, Network Server
Business associate present: No
",2019,37.09024,-95.712891
6223,Anesthesia Associates of Kansas City,Kansas,PHYS,medical,3472.0,"Location of breached information: Paper/Films
Business associate present: No
",2019,37.09024,-95.712891
6224,Rainbow Dental Care PLLC,Texas,HACK,medical,10000.0,"Location of breached information: Desktop Computer
Business associate present: No
",2019,37.09024,-95.712891
